SMILES,Predicted_pKi,MW,HBD,HBA,LogP,TPSA,SA,predicted_pKi_random,std_random,norm_random,penalized_random
C[C@H](CCC[6*][C@@H]1CC[C@H]2CCC[C@H]2N1)CNC(=O)C[10*][5*][C@@H]1CO[C@@]1(C)C(=O)OC[9*]c1cccc(-c2ncco2)c1,-1.473551986953724,537.7010000000004,2.0,7.0,4.547300000000004,102.69,6.253273400791505,7.318443796425041,0.13547364453618085,0.5789449466656146,0.505593883391528
NC(=O)[C@H](C[4*]CC#Cc1cccc(C#C[16*]c2ccc(C(F)(F)F)cn2)c1)OCC[C@@H]([4*][1*]C(=O)c1coc2ccccc12)c1nnnc(C[1*]c2cc(B(O)O)ccc2F)c1F,-2.022141390006298,807.541,3.0,10.0,3.820000000000004,174.54999999999998,6.232658222626589,7.317803726717315,0.18211630513238278,0.5787889104688458,0.4824231000391112
C=C(Cl)CN([5*]CCCN([7*][10*]NC(=O)c1ccc(C#N)cn1)OCC)C(=O)O,-1.70015008277238,381.82000000000016,2.0,6.0,2.39248,118.79,4.769523383059688,7.316340292802008,0.09909693798530281,0.5784320954596984,0.5238598681677737
CC1=CC=C2C=C(N1)[C@H](C[C@@H]([15*]CNCCN(C)[C@H](F)O[3*][4*]C(=O)CBr)C[3*]Oc1ncc(F)cc1F)NC(=O)C#C[5*]N2,-1.61616513772716,627.4620000000001,4.0,9.0,2.4142999999999994,116.85,5.141167063121328,7.315722455843918,0.06423320091965476,0.5782814296058416,0.5423043914761055
C=CCCCNC(=O)N(C)[10*]Cc1cc([9*][14*]c2ncc(C#N)cc2C2CC2)cc(C[5*]c2ccc(C(=O)O)c(C=O)c2)c1,-1.6368457365265388,536.6320000000004,2.0,5.0,3.3952800000000014,123.39,4.921942816899272,7.31514624216111,0.0933250648058397,0.5781409008774262,0.526627015399758
CCC[C@@H]1C[C@H]1C(=O)[1*]C[C@H](CO)N(C)N=C([9*][3*]Oc1ccccc1C=O)C[6*]NCc1ccc(C#N)nc1,-1.5681905433522951,491.5920000000002,2.0,9.0,3.424980000000001,127.90999999999998,5.778069163749665,7.314661065607718,0.18809890594060094,0.5780225647432482,0.4789106288098822
C[C@H](CCO)CCNC[5*]NC(=O)C([31*][9*]Cc1cnc(C2CC2)cn1)Cc1cc(C#N)co1,-1.713047631568703,425.5330000000002,3.0,7.0,2.50678,124.07,5.371558658434539,7.314082179977577,0.06476630668439647,0.5778813609402291,0.5416403839775052
COCCCOCCC(=O)[4*]C[C@@H](NC(=O)[25*]C#CC(=O)Nc1ccc([9*][14*]c2ccc(C#N)s2)c(Cl)c1)C1CC1,-1.4316420847664515,542.057,2.0,7.0,3.2546800000000022,117.51999999999998,5.351698754066232,7.313109433871427,0.11629867908772433,0.5776440566522326,0.5142241094069274
[8*]CC(C)(C)OC(=O)[1*]CC(C[5*]Nc1ccnc(C(=O)O)c1)C(=O)NCC[10*]Cc1nc(CN[5*][4*]CC2(CC3CC3)CC2)cnc1C(=O)O,-1.693195976273796,623.7310000000003,5.0,10.0,5.008400000000004,192.73,5.977284585838422,7.309982917977014,0.07596389511329227,0.5768810915985274,0.5346820492375034
CC(C[3*]Oc1ncccc1F)NC[C@H](O)CN[5*]CCNS(=O)(=O)N[5*][3*]OCc1ccccc1N=[N+]=[N-],-1.8187207991770844,512.5680000000002,5.0,9.0,1.8623000000000005,182.6,5.675995263829262,7.308870040588468,0.18018997644701548,0.5766094269228882,0.4815331892731255
[N-]=[N+]=NCc1nc([14*][9*]CN[C@@H](C[1*][C@H]2CC=C(c3nc[nH]n3)CC2)N2CCC(=O)CC2)cnc1F,-1.9593206637913207,454.5140000000004,2.0,8.0,2.3518,148.45,5.974328077536681,7.306637054503241,0.2167711517603721,0.5760641927610579,0.46379746008519135
CN([5*]N[C@@H]1[10*]C[C@@H](CN(CC[6*][5*]N2CCC[C@](O)(C(=N)O)C2)C2CC2)C1OC[5*]CC(=O)c1ccc(F)cn1)C(=O)O,-1.8229349104032544,550.6320000000004,5.0,9.0,2.067870000000001,162.55,6.572812477929318,7.305339640143586,0.057590058899343884,0.5757473144738456,0.5435266913061385
C[C@@H](C[3*]N1C(=O)c2ccccc2C1=O)N[C@@H]([10*]CC(=O)COc1ccc([11*][4*][C@@H](C2CC2)[C@@H](O)COC2CC2)cc1)CS[C@H](CO)C1CC1,-1.6293333947329829,650.8380000000002,3.0,9.0,4.109300000000004,125.40000000000002,6.07334532261479,7.3003025895537395,0.17636125587892593,0.5745164856763493,0.4816258350161911
CC(C)(C)OC(=O)N[8*]CCCC[C@@H]([7*][16*]c1ccc(F)cc1Cl)CC[5*][C@](C)(NC(=O)[1*][13*]C(=O)c1ncc(F)cc1F)C1CC1,-1.3580466776076685,596.0900000000001,2.0,5.0,7.419000000000008,97.39,6.015610625897985,7.298798311977876,0.15160705673801209,0.5741487279405683,0.4933808613033136
C[C@@H]([6*][15*]C(=O)c1ccc(C#N)cn1)C[5*]NC(=O)Cc1ncc[nH]1,-1.671522299413851,297.3179999999999,2.0,5.0,1.48718,111.53,4.906001110996326,7.293900351236718,0.11737948696576757,0.5729507342198106,0.5094951061312222
C[C@@H]([6*][4*][C@@H](CC[7*]c1ncc(Cl)cn1)C[C@@H]1CO1)C[C@@H](O)CCC[8*][C@@H](CCC=C[5*]N1CCC[C@@H](NN)C1)C(=O)O,-1.662949309295462,552.1600000000004,4.0,8.0,4.248700000000001,137.13,6.825643919833119,7.29140230506389,0.12822601134542316,0.5723394057156448,0.5034609593881023
Cc1cc([4*]CN(CC#N)C[C@H](O)C[8*][14*]c2cc(Cl)nc(CC[4*]CCCCc3ccncc3)n2)nc(C)c1F,-1.647000128197435,525.0720000000005,1.0,7.0,3.846020000000003,98.82,5.403196417808326,7.291099220769297,0.13763646930287632,0.5722652190529937,0.49868073645697586
CC(=O)C(=O)CS[11*]Cc1cc(Cl)n(C[7*][5*]c2ncc(F)c(OC[9*]C(=O)NCc3cc[nH]n3)n2)n1,-1.8473855982786465,495.9240000000002,2.0,10.0,1.2790999999999997,144.75,5.436043098465851,7.290205921100986,0.1177731067759561,0.5720465450788788,0.5084908665678407
CC(C)OC(=O)[C@H](C)O[3*][8*][C@H]1[C@@H](F)C[C@H]1C(=O)OC[1*]C(=O)c1ccc(Cl)cn1,-1.649089703743794,401.81800000000015,0.0,7.0,2.964100000000001,91.79,5.483635126922021,7.28933727475725,0.05135354137143223,0.5718338790836701,0.5432094574121983
CCC[C@@H]1CCCC[C@H]1OC[10*]Cc1noc(N[5*][5*]Nc2ccnc(C(=O)[1*][5*]N3CC[C@](C)(C(=O)O)C3)n2)c1C,-1.4522635102030743,514.6270000000004,3.0,10.0,4.0668200000000025,142.70999999999998,6.073473877235357,7.285514655993298,0.06554471628430696,0.570897693580914,0.5346783262425402
CC(=C[5*]N(CCC[3*]Oc1nccc2ncnn12)NC(=N)N)c1cncc(C[5*]Cc2noc(C)c2COC[7*][1*]C(=O)c2ncc(F)cc2F)c1,-1.806156256514562,661.6740000000004,3.0,13.0,3.6218900000000014,195.56,5.5467658237809605,7.28533713684188,0.084258029554154,0.5708542055428353,0.5247257870191284
CC(C[1*]C(=O)OC(C)(C)C)N[C@H]1C[C@@H]([15*][8*]Oc2ccc(C(=O)C[10*]CC(=O)NCCCN(C)C)nc2)c2ccccc21,-1.4668361358170996,552.7160000000003,2.0,8.0,5.235200000000005,109.86,5.521971221644242,7.281545784847038,0.14945950464431348,0.5699251528769242,0.49080433083010017
CC[C@@H](C)CN(C)CCN[5*]CC(C)(C)CC(=O)NN=[1*][1*]C(=O)c1ccc(/C=C\C[6*]c2ncccc2C#N)cc1,-2.0879108874050445,517.6980000000003,2.0,7.0,4.637380000000004,110.48000000000002,5.228190421700614,7.280918612013203,0.03983829341581361,0.5697714195100114,0.5475188928478316
CC[C@H]([4*]C#CCOc1ccccc1[9*]CCCCN([5*][5*]NCc1ccccc1)CC[5*]Nc1cnc2ncccc2n1)N1CCOCC1,-1.7388669012283713,607.8029999999999,2.0,9.0,4.963800000000004,87.67,5.453779430607712,7.280772086526595,0.14361819338948542,0.5697355010647577,0.4935153814745409
C[C@H](O)C[C@H](C)C(=O)OCC[3*]CC(C)(C)[C@@H](CCC[3*]OC(=O)N1CCC(=O)CC1)N[5*][7*]n1cnc2ccccc21,-1.4224972711833177,544.6930000000003,2.0,9.0,4.655600000000003,122.99000000000002,5.709719165293253,7.279370461662204,0.10247985594109377,0.5693918774760438,0.5139310198091374
C=Cc1ccc(N[5*]COc2cccnc2[8*]Oc2ccc3c(c2)CC[C@@H]3[10*][31*]C(=O)NCc2ccccc2)c(N)c1,-1.823650446448401,506.60600000000034,3.0,6.0,5.441600000000004,98.5,4.917859277235323,7.279218979996294,0.09585768700514066,0.5693547360886871,0.5173119050830483
CS(=O)(=O)CN([5*][2*]CN[C@H]1CCC[C@H]1CC[8*]Cn1ccnc(NN)c1=O)C1CCN(CC[8*][4*]Cc2ccc(Cl)o2)C1,-1.3243512102978334,584.1870000000002,3.0,11.0,2.423900000000001,138.73,6.096741390499776,7.277846812830975,0.07312188221630697,0.5690182625622534,0.5288953823077124
[11*]Cc1cc([14*][5*]NC(C)(C)[C@H]2C[C@@H](N)C2)c(Cl)cc1[14*]CC[C@H]([2*][7*]CN[C@@H]1CCC[C@H](C[16*]c2cn(C)cc2Cl)C1)C[10*]COC(=O)OC(C)(C)C,-1.5213080806043535,676.7940000000001,3.0,7.0,6.851400000000007,90.54,7.045921599266501,7.27539700619798,0.09743443933594713,0.5684173793106259,0.5156465407751589
CC1=CCC(C)c2cocc2C[4*][16*]C2=CC(N)=C(O[8*][8*]c3cc(F)cnc3F)C=CC2=N1,-1.4748992208606946,409.436,1.0,5.0,4.355900000000003,73.64,6.305748059004003,7.274246207526167,0.15453786458464505,0.5681350442612796,0.4867843830956996
Cc1nc(C[10*]C(=O)N(C)C(=O)CC(C)C)[n+]([O-])cc1CO[3*][9*]NC(=O)c1ccc(C#N)cn1,-1.584690165903293,440.4600000000002,1.0,8.0,1.361199999999999,152.22000000000003,4.709073678173942,7.270289242443693,0.11776214966962671,0.5671639121852259,0.5041562294105697
CC(C)[C@@H]([8*]CC(C)([4*][9*]c1ccc(Cl)cc1OC[5*]Nc1ccc(C=O)n1C)C(=O)NN)C1CC(C)(C)C1,-1.5696308229730205,503.08700000000033,3.0,6.0,5.202200000000003,98.38,5.806703379782661,7.2695467474955535,0.10433247869175861,0.5669816287544005,0.5108083258865768
CC(C)(C)C(=O)/C=C\[10*]Cc1cc(C[2*]C[C@@H]2COc3ccccc3O2)nn1CO[3*][16*]c1cc(O)cc(C=O)c1,-1.6399412428413835,504.5830000000002,1.0,8.0,4.258000000000004,99.88,5.361074524317201,7.267497216121791,0.05216972961138878,0.5664783723012011,0.537683002795327
O=C([8*]COc1cc([16*][5*][C@@H](NOCC[10*]NCC#CCNC(=O)C2CC2)c2ccccc2)[nH]n1)NC1CCCCC1,-1.769354728097554,522.6500000000002,5.0,7.0,2.3411,129.39999999999998,5.252547832582415,7.263539637026722,0.08689404596315559,0.5655062130496912,0.5184415210029353
CC(C)(C)c1cccc(C[10*][10*]NC(=O)c2cnc(C[5*]C(=O)c3ncc(F)cc3F)nc2)c1,-1.7207188175336716,424.451,1.0,5.0,3.8027000000000015,84.84,4.151355019548523,7.2601113905479195,0.05515445391654838,0.5646636738698085,0.5343632400371241
CC(C)[C@@H](CC(=C[3*]OCc1ccccc1N=C=O)C(=O)[1*]COc1ccc([17*][2*]NC(=O)c2n[nH]cc2F)nc1)c1ccccc1,-1.618647418091392,583.6200000000002,2.0,8.0,4.844900000000004,135.63,5.386677564760662,7.259586245586867,0.11790496969847689,0.5645345790850027,0.5017473309319357
C[C@@H](CC[1*]C(=O)[C@@H](N)CCCC#N)NC(=O)CC(=O)N[10*][5*]Nc1ncc(C(=O)O)o1,-1.3898533585126802,408.4150000000001,5.0,9.0,0.1518800000000018,200.44,5.2712810321476375,7.258115346338265,0.11175404102308978,0.564172945882033,0.5045196583824846
C[C@@H](NC(=O)[25*][15*]C1(S(C)(=O)=O)CCC1)OCC[5*]Nc1cccc(C=C[3*]Oc2cnncc2Cl)c1,-1.8234396657096688,495.0010000000001,2.0,8.0,4.0919000000000025,119.51,5.525292471160357,7.257679772428122,0.11460489673494932,0.5640658431785448,0.5029878884459289
N#CC12CC(CO[3*][8*][C@@H]3CCC[C@@H](C(=O)O)C3=O)CC1(C[5*]Nc1ncc(C(F)F)cn1)O2,-1.60497511782638,436.4150000000001,2.0,8.0,2.944680000000001,137.73,6.260712150646523,7.251074049451821,0.09124244136701395,0.562440843384065,0.5133939683179681
COC(=O)[C@@H]1CCCN1C(=O)[10*]CC(=O)c1cnc(N[5*]Oc2nnc(Cl)cc2C[4*][5*]NC2(CN)CCC2)c(Cl)c1,-1.982679943822996,566.4460000000003,3.0,11.0,2.9987000000000013,161.66,5.296111673330341,7.250572513531988,0.14625112139049112,0.5623174109590398,0.4858089099867982
CC(C)(C)OC(=O)[13*]C[C@@H](C[6*][13*]c1ccc(OC[10*]CCOC(=O)CCCC#CC[10*]c2cccc(-c3nnco3)c2)cc1)C[C@H]1C[C@@H](O)C1,-1.5870790386846971,630.7820000000003,1.0,9.0,6.466100000000008,120.98,5.686350619765907,7.248726685088319,0.1378271804804797,0.5618630699159102,0.48952277692536383
CC(C)(C)OC(=O)N[18*]CS(=O)(=O)NC(=O)[7*][5*]NC1=C(OC[5*]N[C@]2(C#N)CCOC2)C[C@H]1C[5*]Nc1noc2cnccc12,-1.499267637774405,592.6350000000003,5.0,14.0,1.6420800000000015,218.82999999999996,6.277083194710308,7.247210184686686,0.08601722807562846,0.5614897135673074,0.5152108458909391
CO[C@H]([8*][1*]C(=O)c1cc(Cl)ncn1)OCC=C[3*]OC[C@H]1CCCN(C)C1,-1.8774912825507728,369.8490000000003,0.0,7.0,2.1739,73.78,5.3614952435052725,7.247152433293979,0.07141115458212371,0.5614754940257817,0.5227780392688789
Cc1nc(CN)ccc1[C@H](C)[4*]CC[C@H](CC[6*]CCC(=O)N(C)CC#N)OC(=O)[6*][11*]Sc1ncccc1Cl,-1.742727540198051,532.1100000000002,1.0,8.0,5.832800000000006,122.2,5.618451553604917,7.2436243465833865,0.1416744702928283,0.5606066182717802,0.48655258008110686
O=C(/C=C/C(=O)OC[11*][C@H](F)c1ccc(F)cc1F)CC(=O)N[9*][44*]C(=O)N[C@H](C[8*]c1cc2c(=O)[nH]ccc2[nH]1)c1ccnc(C2CC2)c1,-1.6294751520851167,635.599,4.0,7.0,3.871900000000002,163.10999999999996,5.597956490647967,7.237927630560755,0.08591697219889519,0.5592028833725121,0.5131639449695206
C=CCCN(C)CCN[5*]Cn1c(C=O)ccc1C(=O)[1*]NC(=O)CC(=O)N[7*][8*]c1ncc(F)cc1C[5*]OC(=O)c1nonc1N,-1.828258601058542,599.58,4.0,14.0,-0.6998999999999973,216.67,5.498984253812244,7.237457617334425,0.09497315839983438,0.5590870242317661,0.5084322548008932
Cc1oc(C(C)C[5*]N[C@H](O)CC(C)C)nc1[14*]CN(C[1*]CNCc1ccccc1N[5*][2*]c1n[nH]c2ccc(F)cc12)C[C@@H]1CNC[C@@H]1C,-2.057256989729801,634.8449999999999,6.0,9.0,3.8268200000000014,126.3,6.342205384144261,7.2353988194469565,0.06253374399397356,0.5585794510263408,0.5247191264955414
CC(C[1*]C(=O)C1=NNC(=O)CC1)C(=O)[1*][6*]c1ncc(Cl)cc1F,-1.893338991431408,325.727,1.0,5.0,1.043,88.49,5.110126882346837,7.234144261443308,0.11676571672317597,0.5582700939120715,0.49674517478564884
Cc1nc(CN[6*]CCc2cc(N)cc([8*][5*]NC3=NCCS3)n2)ncc1F,-1.87470691492134,361.4500000000001,3.0,8.0,0.9696200000000006,101.11,4.884858826713945,7.231121670738037,0.14257907300899925,0.557524578414301,0.48344014703441673
O=C([2*][7*]CCC[C@@H](CO)CC[16*]c1ccc(Cl)c(Cl)c1)CCN[1*]C(=O)c1ccc(Cl)cn1,-1.9186577279393344,471.8120000000002,2.0,5.0,4.799200000000004,79.29,5.276001951803915,7.227753465820088,0.11826428301181208,0.5566935125975407,0.49460059535227924
CC([8*][14*]c1nc(C(=O)OC[1*]C(=O)C2(N)CCNC2)cnc1NCC[1*]C(=O)c1cnc2n1CCCC2)C(=O)[C@@H]1CCSC1,-1.5808112404847017,583.7150000000003,3.0,13.0,1.0226000000000015,171.19,6.000834352170877,7.226263456546738,0.11607798497060276,0.5563257684022864,0.49535568103960975
CC(C)(C)OC(=O)[13*]CN(C[11*]c1ccc(C(F)(F)F)cn1)c1ccc(F)cc1[9*][1*]C(=O)NC1=CCCOC1,-1.5991972962441736,509.5000000000003,1.0,6.0,4.115600000000003,80.76,4.97999072734918,7.224168831700654,0.12194500204257241,0.5558086967654254,0.4920002194045275
N=C(O)[C@@]1(O)CCN([5*]CCCc2c(C(=O)[1*][1*]O[C@H]3CCOC4(CCC4)C3)ncn2[7*][15*]C(=O)C2CCN(CC[8*][5*]NC[C@H]3CCN(C(N)=O)C3)CC2)C1,-2.0531518214523183,686.8549999999998,5.0,12.0,1.959770000000004,199.57,7.098280863257244,7.221958471384125,0.18738401019429002,0.5552629239951772,0.4603825288212731
CCOCCCCN[5*]CN(CC#C[3*]NNc1ccc(Cl)cc1)S(=O)(=O)[8*][6*]c1ccc(C(F)(F)F)cn1,-1.8665177946280525,534.0040000000001,3.0,7.0,2.952300000000002,95.59,4.697855734047321,7.219166133944192,0.10323552907815514,0.5545732614323606,0.500177677647915
CC(=O)O[C@@H]([9*][3*]OCCCCCCC#C[10*]c1c(N)cccc1COC[5*]Nc1ncc(C(F)F)cn1)C(=O)O,-1.7849875801776929,520.5330000000002,3.0,9.0,3.194700000000001,145.89,5.360864669185594,7.216744221549062,0.10160400169469781,0.5539749175804151,0.5004538611052534
CO[C@H](C)CCCO[3*]COc1ccc(C(=O)[15*][14*]c2nccc3cc([16*][14*]c4cc(C(F)(F)F)no4)nnc23)nn1,-1.8232541557493565,518.4520000000001,0.0,11.0,1.5760999999999996,135.24,5.647359652469845,7.21646840350275,0.17326592836665097,0.5539067655931058,0.4657879329618352
CO[C@@H](C)C[C@@H](C)C(=O)N[10*]CCN(C[4*]COC(=O)C1=CCOCC1)C[8*]N=C(O)CSC[5*][14*]c1ccc(C#N)cn1,-2.0096781381873674,561.7050000000003,2.0,10.0,2.055780000000003,146.37,6.346776432119054,7.216265424517713,0.09041427451270581,0.553856610142846,0.5059771713073217
Cc1cc([16*]C#CC[C@H](N)C2=CC=C([9*][14*]c3nccc4cc(C#N)cn34)OC2)ns1,-1.851581437331944,387.4680000000001,1.0,7.0,1.5679999999999996,89.23,5.7761775437525245,7.215361036940602,0.13335987901005186,0.553633125585812,0.4845120781793497
C/C=C\C(=O)NC1([7*]CCNC(=O)N[C@H]([10*][15*]C(=O)c2ccc(C#N)cn2)CC#N)CC1=O,-1.6034735619733125,408.4180000000002,3.0,7.0,0.5821600000000009,164.84,5.300437677038701,7.211200170450074,0.15029788089807292,0.5526046497150952,0.47548956946147214
CN(C)C(=O)COCC[10*]COc1cncc(O[3*][17*]C(=O)c2ccc(F)cn2)c1,-1.6896966590413829,377.372,0.0,7.0,1.7792999999999992,90.85,4.319799281606969,7.21048383635668,0.0745885624251376,0.5524275418003768,0.512721963263877
CO[C@H](C)C(=O)[C@H](C)O[3*]C[C@H]([4*][5*]NC1=CCSCC1)C(=O)C=C(C#N)C[3*]Oc1cc(OC[2*][C@H](C)c2ccccc2)ccn1,-1.677340597210239,593.7460000000004,1.0,10.0,5.906580000000006,119.77,6.488577377763122,7.2083981089638955,0.08936236745800752,0.5519117866701878,0.5047311237623244
CC(C[1*]C(=O)c1ccc([16*][2*][C@H](C)c2ccc(F)cc2)cn1)C[8*]c1cnc(O)cc1C#N,-1.7841263755245182,403.45700000000016,1.0,5.0,3.7728800000000025,86.87,5.618998022034857,7.208002127334919,0.08940084032324593,0.5518138563557535,0.5046221504732111
C[C@@H](O)[C@H]1CCCCN1C[10*]CC1(C)C[C@](C)(N[5*][4*]NC(=O)c2ccc(F)cn2)C(=O)O1,-1.7954837473779257,422.50100000000015,3.0,7.0,1.615499999999999,103.79,5.625570248726253,7.2072085252329945,0.08476728451487266,0.5516175783339897,0.5067854450904647
C/C(=C/c1ccncc1)C(=O)[1*]CC(C[4*]CCNC1CCC(O)CC1)N1CCC(C[4*][1*]C(=O)c2ccc(NN)nc2)CC1,-1.6577790617165786,562.7590000000002,4.0,9.0,4.434400000000003,133.47,5.098602683480774,7.20497467891189,0.06178414564959331,0.5510650050715638,0.5180483787046001
C[C@H](CCC(C[6*]CONC(=O)CC(C)(C)C)C[11*]C(=O)c1ccc(C#N)cn1)O[3*][1*]C(=O)Nc1nccs1,-1.7918468327653228,515.6360000000001,2.0,9.0,5.031680000000004,143.3,5.597469685473048,7.204907160301826,0.08818774527468493,0.551048301425336,0.5045337429114825
COCC1(C(=O)[1*]Cc2cc(C[10*]NC(=O)CCCOC(C)C)nc([14*][5*]NCc3nccc(N)n3)n2)CC1,-1.86857963446104,485.5890000000002,3.0,10.0,0.6235000000000034,154.24,5.032060349431937,7.203788272945045,0.14539367844098258,0.5507714795448007,0.4762420850647716
Cc1ccc(CNCC[5*]N[C@H](C)c2csc(C)c2)c([9*][11*]C(=O)c2ccc(F)cn2)c1,-1.8490043926500488,411.54600000000016,2.0,5.0,4.308440000000004,54.02,4.74694291982417,7.203756136270215,0.06627139774257026,0.5507635282032132,0.5154468275869707
Cc1n[nH]c(CN[5*][5*]N=C(C[6*]C#CCNC(=O)/C=C\C[8*][C@@H](C)NCc2nccn2C)C(=O)C[1*]c2ncoc2C2CC2)n1,-1.7948006350945422,560.6630000000001,4.0,11.0,1.331220000000001,168.00999999999993,6.106882785453006,7.201787351720789,0.08605246436847608,0.5502763569655098,0.50490392056817
CC[C@@H](C)c1ccc(C)cc1[16*]CC(C)[C@H](N)C(=O)O[1*][5*]c1ccc(N(C)C)nc1OC[7*]C(=O)c1ccc(C=C[5*]CCCC(=O)NCCCN)nc1,-1.7402033116595836,686.8979999999998,3.0,10.0,4.306120000000004,162.76000000000005,6.07606699068318,7.201662934522138,0.2066464435797808,0.5502455669641425,0.44751865338637314
Cc1nc([14*][7*]c2ccc(N(C)C)cc2F)nc(C[15*]C(=O)c2ccc(F)cn2)n1,-1.687353704485389,369.375,0.0,6.0,1.38042,71.87,4.430076779990937,7.200558325460125,0.03245334062339522,0.5499721882682675,0.5324102663781143
C#CCN(C[5*][10*][C@@H]1CCc2cc(C)ccc21)C(=O)[1*][5*]Nc1ncc2c(n1)CCCC2,-1.6830744456321514,374.4880000000002,1.0,4.0,3.860920000000003,58.120000000000005,5.016395830685022,7.199011135019761,0.08292544653259581,0.5495892247994725,0.5058527852173621
CC(C)C(=O)CCNC(=O)[10*]Cc1nc([4*]C[C@H]2CC[C@H](C)C2N[5*][4*][C@@H]2CCC[C@@H]2NC(=O)CC=C[7*][C@H]2C[C@]23CCCNC3)ncc1C#N,-1.9148031735980828,631.866,4.0,8.0,4.3989800000000026,148.9,7.285508726096164,7.193467909801333,0.21294298910285708,0.5482166760138412,0.44306993033920605
N#Cc1cccc([17*]Cn2cc(CN[5*]CSC[C@@H]([10*][14*]c3nc(N)cc(Cl)n3)NC(=O)C[2*]NC(=O)c3cnc(C[5*]C4=NNC[C@@H]4c4ccccc4)nc3)cn2)c1,-2.0847015236695468,750.2929999999999,5.0,14.0,1.7052800000000026,213.81,6.371338314908016,7.192764694294145,0.06151845470750906,0.54804250110758,0.5153438696987777
O=C1CN(CCCN([5*][8*]NC(=O)NCCO)C[11*]c2ccc(C[1*]C(=O)C3(COC[1*]C(=O)c4cccc(F)c4)OC3=O)cn2)CC=C[1*]N1,-1.6910001333407103,626.6420000000002,4.0,11.0,-0.9606999999999928,182.80000000000004,6.086665832149178,7.192078070370738,0.10083949174559788,0.547872424307323,0.495319478623443
CO[C@H](C)[C@H](N)C(=O)O[10*]Cc1nc(C(=O)[6*][10*]NC(=O)[C@@H](N)CC(=O)OC[5*][C@@H](C)Nc2cccc(C3CC3)c2)ccc1F,-1.8764173799193653,573.6220000000004,4.0,11.0,1.5211000000000037,184.96,5.772504451548527,7.191867865685881,0.10498033076030479,0.5478203543529025,0.4932258002768966
COC(=N)c1ccc([8*]COC(=O)[C@@H](C[8*][9*][C@H]2C[C@H]3CC[C@@H]2N3CC#N)C2(C)CCC2)cn1,-1.914268188804956,424.5450000000002,1.0,7.0,3.122850000000001,99.3,6.619713220346267,7.1918605002251486,0.09598049418209713,0.5478185298303113,0.49768312930831465
CCCN([5*][5*]N1CCO[C@H](CO)C1)CC[1*]C(=O)[C@H]1CCO[C@H]1CC[3*]Oc1cc(O)cc(OC)n1,-2.045808917979423,467.5630000000003,2.0,10.0,1.7380999999999995,113.82,6.024471446400359,7.1886167898733575,0.10387186363677402,0.5470148954020418,0.49304683498339197
C[C@@H](O)CCCC(=O)O[8*]C[C@H]1CCC[C@H](C(=O)[6*][9*]NC(=O)c2ccc(F)cn2)CC1,-1.8424275467093791,408.47000000000014,2.0,6.0,3.1862000000000013,105.59,5.029230961157731,7.186462487561954,0.09762941037875215,0.5464810278289314,0.49565007354518253
CN([9*]C=CC(=O)OC[C@H]([3*][7*]NN(CCN)N=O)C1CC1)C(=O)c1cnc(C[18*]C(=O)OC(C)(C)C)cc1F,-1.842550499001976,508.5510000000004,2.0,10.0,2.5149,156.51999999999995,5.620419255553628,7.184827987332881,0.13913808597822738,0.546075903398014,0.47514494141839886
CC(C)N([4*]Cc1ncc([C@@H](C)N[5*]C=CCS(=O)(=O)[6*][5*]CCC(=O)N2CCN[C@@H](C)C2)nc1C[8*]CN1CCCNC1=O)C1(C#N)CCC1,-1.802373294186864,657.886,3.0,10.0,2.298880000000003,163.66,6.228831753083131,7.183879206929442,0.11138873674884175,0.545840712283443,0.48830414549937884
COC(=O)[C@H]1CC(=O)N([10*]C[C@@H]([3*][11*]c2ccc(OCF)cn2)C2CC(C)(C)C2)C1=O,-1.6561818159491533,392.4270000000002,0.0,6.0,2.2888,85.80000000000001,5.346148336834147,7.182184748199677,0.09109248983684037,0.5454206257574817,0.4979326353683227
CC[C@@H](C=C[7*]C(C)(C)CNCC[12*]C(=O)c1ccc(C#N)cn1)C(=O)[C@@H]1CCC[C@H]1[3*][1*]C(=O)c1cc(C)cc(C)c1,-1.718262220657501,527.7090000000003,1.0,6.0,6.709720000000008,99.92,5.730161533379713,7.18208768293893,0.12268016565945035,0.5453965595850717,0.48242863189796376
COCC[C@@H](C)OC(=O)O[10*]CSc1ccc(N[5*][10*][C@H]2C=NC[C@@H]2[C@@H](O)CO[15*][C@H]2CCCCC2(C)C2CC2)nc1,-1.926104324039483,549.7340000000003,2.0,10.0,5.766700000000006,111.5,6.375159252339457,7.181167004746084,0.14798676377842715,0.5451682778892741,0.47017630904769975
CCCNCC(=O)N[10*][1*]C(=O)c1cc([16*][9*]/C=C\c2n[nH]cc2C=O)ncc1F,-1.709366639668746,359.3610000000001,3.0,6.0,0.3934999999999993,116.84,5.123563625498371,7.178600696940725,0.0761870088425713,0.5445318632294979,0.5045865848520368
CC(C)([4*][14*]c1ncc(Cl)s1)N[C@H](C[12*]c1ccc(C#N)cn1)[C@@H](CC[1*]C(=O)C(C)(C)C(=O)O)CC[14*]c1ccc(C#N)cn1,-1.919235844411796,593.1530000000002,2.0,9.0,3.929160000000003,152.65000000000003,6.200331434355279,7.176892684571979,0.1833329263993228,0.5441082151540747,0.4529651656875153
