SMILES,Predicted_pKi,Max_Sim_AD,Zone,MW,TPSA
FC(F)[C@]1CC[C@@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)N=C1N,7.7598395,0.6029411764705882,Zone B (Novel),409.81900000000013,80.37
C#CCN1CC[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N(C)C(=N)N1,7.7594447,0.5443037974683544,Zone B (Novel),412.4440000000001,84.35000000000001
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)CO[C@](-c3ccc(F)cc3F)C[C@H]2C1=O,7.7579174,0.6805555555555556,Zone B (Novel),458.4600000000002,74.65
C1CC(C)(F)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1Cc1cccc(F)c1,7.7571783,0.5897435897435898,Zone B (Novel),499.5120000000001,81.11
CN1c2cc(NC(=O)c3ccc(F)cn3)ccc2[C@]2(CCN(Cc3cccc(F)c3)C2)S1(=O)=O,7.7563453,0.5444444444444444,Zone B (Novel),484.5280000000003,82.61000000000001
CN1[C@](C)O[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,7.7528725,0.6567164179104478,Zone B (Novel),426.8770000000001,88.6
CN1C(=N)N[C@@]2(c3cc(OCCC4CC4)ccc3F)CO[C@H](c3ccc(F)cc3)C[C@H]2C1=O,7.750584,0.8529411764705882,Zone A (Safe),455.50500000000017,74.65
FC[C@]1(F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C(N)N1Cc1ccccc1,7.7491455,0.5694444444444444,Zone B (Novel),471.45800000000014,83.61
CN1C(=N)N[C@@]2(c3cc(Oc4ccccn4)cc(F)c3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.7490854,0.6923076923076923,Zone B (Novel),428.4390000000003,87.54000000000002
FC(F)[C@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.7476296,0.6164383561643836,Zone B (Novel),459.39400000000006,81.11
FC(F)[C@H]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.7476296,0.6164383561643836,Zone B (Novel),459.39400000000006,81.11
CN1C(=O)[C@@H]2CN(C(=O)c3ccc(F)cc3)C[C@]2(c2cc(-c3cccc(F)c3)cc(F)c2F)N=C1N,7.747073,0.5465116279069767,Zone B (Novel),496.46400000000017,79.0
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(C)N=C(N)[C@](C)(F)CC3(F)F)c2)c(F)c1F,7.746729,0.6285714285714286,Zone B (Novel),478.3680000000001,89.6
CSc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3F)C2)nc(C)c1F,7.744885,0.7058823529411765,Zone A (Safe),436.46300000000014,87.71000000000001
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)cc4)ccc3F)CO[C@@H](c3ccc(F)cc3F)C[C@H]2C1=O,7.744635,0.7205882352941176,Zone A (Safe),499.4640000000002,74.65
Cc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3)C2)nc(C(F)F)c1F,7.74434,0.5945945945945946,Zone B (Novel),422.3860000000001,85.21000000000001
FC(F)[C@]1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1Cc1ccccc1,7.743595,0.5921052631578947,Zone B (Novel),484.4770000000001,81.11
COc1nc(N2C[C@H]3C(=O)N(C)C(=N)N(C)[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,7.7435427,0.6666666666666666,Zone B (Novel),434.42200000000014,85.65
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)CO[C@H](c3ccc(F)cn3)C[C@H]2C1=O,7.7412877,0.8028169014084507,Zone A (Safe),442.4660000000002,87.54000000000002
COc1cc(N2C[C@H]3C(=O)N(C)C(N)=N[C@]3(c3ccc(F)cc3)C2)nc(C)c1F,7.739463,0.7076923076923077,Zone A (Safe),401.41700000000014,84.05
COc1cc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F,7.739463,0.7076923076923077,Zone A (Safe),401.41700000000014,84.05
CN1C(=O)[C@@H]2CN(c3ccc(F)cn3)C[C@]2(c2cc(-c3cccc(F)c3)cc(F)c2)N=C1N,7.7382755,0.6363636363636364,Zone B (Novel),451.4520000000001,74.82000000000001
CN1CCN(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.738193,0.5441176470588235,Zone B (Novel),382.3920000000001,82.60999999999999
CN1C(=N)N[C@]2(c3cc(Oc4ccc(F)cc4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.737746,0.859375,Zone A (Safe),427.45100000000025,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)cc4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.737746,0.859375,Zone A (Safe),427.45100000000025,74.65
CN1C(=N)N[C@]2(c3cc(Oc4ccc(F)cc4)ccc3F)CO[C@H](C3CC3)C[C@H]2C1=O,7.737746,0.859375,Zone A (Safe),427.45100000000025,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)cc4)ccc3F)CO[C@H](C3CC3)C[C@H]2C1=O,7.737746,0.859375,Zone A (Safe),427.45100000000025,74.65
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)(F)F,7.7368703,0.647887323943662,Zone B (Novel),442.39200000000005,84.35000000000001
CSc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3)C2)nc(Cl)c1F,7.73646,0.5769230769230769,Zone B (Novel),438.8910000000001,85.21000000000001
COC[C@H]1C[C@H]2C(=O)N(C)C(=N)N[C@]2(c2cc(Oc3ccc(F)cc3F)ccc2F)CO1,7.735759,0.7538461538461538,Zone A (Safe),449.42900000000014,83.88000000000001
CNc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)cc(F)c1F,7.735699,0.5384615384615384,Zone B (Novel),422.38600000000014,84.35000000000001
[C@]1C(F)C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.734881,0.6666666666666666,Zone B (Novel),389.38100000000003,81.11
CN1C(=N)N[C@@]2(c3cc(Oc4ccncc4)cc(F)c3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.7320657,0.835820895522388,Zone A (Safe),428.4390000000003,87.54000000000002
CN(C1CC1)c1cc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,7.7317896,0.5625,Zone B (Novel),458.4880000000002,75.56
FCCN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.729917,0.6666666666666666,Zone B (Novel),406.41200000000003,84.35000000000001
CN1C(=N)N[C@@]2(c3cc(Oc4cc(F)ccc4F)ccc3F)CO[C@](c3ccc(F)cc3)C[C@H]2C1=O,7.728616,0.7246376811594203,Zone A (Safe),498.45600000000024,74.65
CN1C(=O)[C@@H]2CN(c3ncccn3)C[C@]2(c2cc(-c3cccc(F)c3)cs2)N=C1N,7.728139,0.7794117647058824,Zone A (Safe),422.4890000000001,87.71000000000001
CN1c2ccc(F)cc2N(C)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.728134,0.6470588235294118,Zone B (Novel),490.5070000000002,82.60999999999999
C#CCN1CC[C@]2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COC[C@H]2S1(=O)=O,7.726183,0.5609756097560976,Zone B (Novel),447.4630000000002,88.6
COC[C@H]1C[C@H]2C(=O)N(C)C(=N)N[C@]2(c2cc(Oc3cc(F)ccc3F)ccc2F)CO1,7.72486,0.803030303030303,Zone A (Safe),449.42900000000014,83.88000000000001
FC(F)CN1C[C@H](F)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.724685,0.6617647058823529,Zone B (Novel),427.3770000000001,83.61
FC(F)CN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.723995,0.6567164179104478,Zone B (Novel),395.3600000000001,83.61
CN1C[C@H](F)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.722511,0.703125,Zone A (Safe),377.37000000000006,83.61
COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@](C)(F)CCC3(F)F)c2)nc1,7.7217736,0.8524590163934426,Zone A (Safe),438.4250000000002,89.6
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C=C1Cl,7.7199936,0.6268656716417911,Zone B (Novel),391.8090000000001,81.11
CN1C(=N)N[C@@]2(c3cc(Oc4ccncc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.719792,0.8260869565217391,Zone A (Safe),428.43900000000025,87.54000000000002
CN1C(=N)N[C@@]2(c3cc(OCc4ccc(F)cc4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.719291,0.782608695652174,Zone A (Safe),441.47800000000024,74.65
CSc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3)C2)nc(C)c1F,7.7191935,0.6944444444444444,Zone A (Safe),418.4730000000001,85.21000000000001
CN1C(=O)[C@@H]2CN(C(=O)c3ccc(F)cc3)C[C@]2(c2cc(-c3ccc(F)cc3)cs2)N=C1N,7.7191753,0.6842105263157895,Zone B (Novel),466.51300000000015,79.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1Cc1cccc(Cl)c1,7.719048,0.6052631578947368,Zone B (Novel),484.9380000000002,84.35
CN1C(=N)N[C@@]2(c3cc(Oc4cc(F)ccc4F)ccc3F)CO[C@@H](c3ccc(F)cc3)C[C@H]2C1=O,7.7182965,0.84375,Zone A (Safe),499.4640000000002,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4cc(F)ccc4F)ccc3F)CO[C@H](c3ccc(F)cc3)C[C@H]2C1=O,7.7182965,0.84375,Zone A (Safe),499.4640000000002,74.65
Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C(F)F)c1F,7.716938,0.7647058823529411,Zone A (Safe),440.3760000000001,87.71000000000001
CN1C(=O)[C@@H]2CN(C(=O)c3ccc(F)cc3)C[C@]2(c2cc(-c3cccc(F)c3)cs2)N=C1N,7.7161202,0.7272727272727273,Zone A (Safe),466.51300000000015,79.0
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1,7.715307,0.7076923076923077,Zone A (Safe),377.4200000000001,81.11
CN1C(=O)[C@@H]2CN(c3ccc(F)cn3)C[C@]2(c2cc(-c3cccc(F)c3)ccc2F)N=C1N,7.711722,0.620253164556962,Zone B (Novel),451.4520000000001,74.82000000000001
FC(F)[C@H]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1,7.711709,0.6176470588235294,Zone B (Novel),395.36,89.9
FC(F)[C@H]1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1,7.711709,0.6176470588235294,Zone B (Novel),395.36,89.9
CN1C(F)(F)C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.7097573,0.703125,Zone A (Safe),395.3600000000001,83.61
CN1C(=O)C(c2cccc(-c3cccc(Cl)c3)c2)(c2cc(N3CCCC3)nc(F)c2F)N=C1N,7.709655,0.5692307692307692,Zone B (Novel),481.9340000000003,74.82000000000001
CN1C(=N)N[C@@]2(c3cc(-c4ccc(F)cc4)cs3)CN(c3ccc(F)cn3)C[C@H]2C1=O,7.7081513,0.7058823529411765,Zone A (Safe),439.4910000000002,72.32000000000001
FC(F)(F)[C@]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1,7.7076206,0.6376811594202898,Zone B (Novel),412.34200000000004,89.9
CN1C(=N)N[C@@]2(c3cc(OCC4CC4)ccc3F)CO[C@@H](c3ccc(F)cc3F)C[C@H]2C1=O,7.706153,0.8260869565217391,Zone A (Safe),459.4680000000002,74.65
CN1C(=N)N[C@]2(c3cc(OCC4CC4)ccc3F)CO[C@@H](c3ccc(F)cc3F)C[C@H]2C1=O,7.706153,0.8260869565217391,Zone A (Safe),459.4680000000002,74.65
CN1[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1Cc1cc(Cl)cc(F)c1,7.701404,0.5733333333333334,Zone B (Novel),488.90100000000007,84.35000000000001
CSCCN1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.701122,0.6388888888888888,Zone B (Novel),434.5160000000001,84.35000000000001
CN(C)c1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(Cl)cc(F)c3)C2)nc(C)c1F,7.6999617,0.569620253164557,Zone B (Novel),449.8930000000002,88.45
Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)cc(F)c1F,7.6963663,0.7164179104477612,Zone A (Safe),407.3710000000001,74.82000000000001
CN1C(=O)[C@@H]2CN(c3ccc(F)cn3)C[C@]2(c2cc(-c3ccc(F)cc3)ccn2)N=C1N,7.694664,0.6103896103896104,Zone B (Novel),434.4500000000001,87.71000000000001
CN1C(=O)[C@@H]2CN(c3ccc(F)cn3)C[C@]2(c2cc(C(F)F)cc(F)c2)N=C1N,7.6934204,0.55,Zone B (Novel),407.37100000000004,74.82000000000001
CS(=O)(=O)N1CC[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1,7.692595,0.5308641975308642,Zone B (Novel),427.4980000000001,79.37
CN1C(=S)C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6898375,0.6865671641791045,Zone B (Novel),418.47300000000007,84.35000000000001
CN(C1(F)F)C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.6884356,0.6825396825396826,Zone B (Novel),395.3600000000001,83.61
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C(N)C1(F)F,7.6884356,0.6825396825396826,Zone B (Novel),395.36000000000007,83.61
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)cn4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.6873198,0.8142857142857143,Zone A (Safe),428.43900000000025,87.54000000000002
CSCCN1CC[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.6872077,0.5675675675675675,Zone B (Novel),455.55200000000013,79.37
FC(F)CN1C[C@H](C)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6869187,0.5641025641025641,Zone B (Novel),452.4560000000001,84.35000000000001
CN1C(=N)N[C@@]2(c3cc(OCC45CC(C4)C5)ccc3F)CO[C@H](c3ccc(F)cc3)C[C@H]2C1=O,7.6854043,0.7746478873239436,Zone A (Safe),467.5160000000002,74.65
C[C@]1(F)CC(F)/[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6837883,0.5972222222222222,Zone B (Novel),423.41400000000004,81.11
CC1(F)C[C@H](F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6837883,0.5972222222222222,Zone B (Novel),423.41400000000004,81.11
CC1(F)C[C@@H](F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6837883,0.5972222222222222,Zone B (Novel),423.41400000000004,81.11
CN1COC(C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.6830273,0.6268656716417911,Zone B (Novel),397.4030000000001,88.6
COC[C@H]1C[C@H]2C(=O)N(C)C(=N)N[C@]2(c2cc(Oc3cccc(F)c3)cc(F)c2F)CO1,7.679703,0.6911764705882353,Zone B (Novel),449.42900000000014,83.88000000000001
CN1c2c(cc(F)c(F)c(F)c2F)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.679511,0.5616438356164384,Zone B (Novel),494.39900000000006,84.35000000000001
FC(F)CN1CC[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,7.6779575,0.5616438356164384,Zone B (Novel),461.8930000000002,79.37
CN1[C@](C)O[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.6766877,0.6666666666666666,Zone B (Novel),410.4220000000001,88.6
CSc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)c(F)cc3F)C2)nc(C)c1F,7.675399,0.7538461538461538,Zone A (Safe),454.45300000000015,87.71000000000001
CN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.675082,0.6571428571428571,Zone B (Novel),424.40200000000004,84.35000000000001
CN1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.675082,0.6571428571428571,Zone B (Novel),424.40200000000004,84.35000000000001
CC1(F)C/CC(F)(F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.674083,0.6811594202898551,Zone B (Novel),455.4310000000001,81.11
C#CCN1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6728315,0.6388888888888888,Zone B (Novel),398.41700000000003,84.35000000000001
C#CCN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6728315,0.6388888888888888,Zone B (Novel),398.41700000000003,84.35000000000001
CN1C(N)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1Cc1cccc(F)c1,7.6721177,0.6081081081081081,Zone B (Novel),468.4830000000002,86.85
CCSc1nc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(F)cc(F)c3)C2)nc(C)c1F,7.6718707,0.5625,Zone B (Novel),450.4900000000002,85.21000000000001
FC(F)(F)c1cc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(F)c1F,7.671631,0.6349206349206349,Zone B (Novel),443.3510000000001,74.82000000000001
CN(C)c1cc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1F,7.671245,0.5897435897435898,Zone B (Novel),458.4880000000002,75.56
C[C@H]1[C@](C)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1CC(F)F,7.670862,0.5526315789473685,Zone B (Novel),436.433,81.11
CN1c2ccc(F)cc2[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6685243,0.6086956521739131,Zone B (Novel),454.4560000000001,84.35000000000001
CN1C(=N)N[C@@]2(c3cc(Oc4ccccc4F)ccc3F)CO[C@H](C3CC3)C[C@H]2C1=O,7.665689,0.7746478873239436,Zone A (Safe),427.45100000000025,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4ccccc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.665689,0.7746478873239436,Zone A (Safe),427.45100000000025,74.65
COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@](F)(F)CC3(F)F)c2)nc1,7.662855,0.8666666666666667,Zone A (Safe),428.3610000000001,89.6
COc1ccc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)[C@](F)(F)C[C@@]3(F)F)c2)nc1,7.662855,0.8666666666666667,Zone A (Safe),428.3610000000001,89.6
COc1cnc(C(=O)Nc2cc(F)c(F)c([C@@]3(CF)N=C(N)CCC3(F)F)c2)c(F)c1,7.6603327,0.7910447761194029,Zone A (Safe),446.3510000000001,89.6
FC(F)CN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.6594543,0.5857142857142857,Zone B (Novel),431.4110000000002,79.37
FC(F)CN1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.6594543,0.5857142857142857,Zone B (Novel),431.4110000000002,79.37
CN1C(=S)C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.6590242,0.6666666666666666,Zone B (Novel),425.48200000000014,79.37
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CN1Cc1cc(F)cc(F)c1,7.657485,0.6619718309859155,Zone B (Novel),486.4730000000002,84.35
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)cc4F)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.6573586,0.7638888888888888,Zone A (Safe),445.44100000000026,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)cc4F)ccc3F)CO[C@H](C3CC3)C[C@H]2C1=O,7.6573586,0.7638888888888888,Zone A (Safe),445.44100000000026,74.65
Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@]3(c3ccc(F)cc3F)C2)nc(C2CC2)c1F,7.6562634,0.8888888888888888,Zone A (Safe),430.4340000000002,87.71000000000001
C[C@]1(F)C=C[C@H](F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.654572,0.589041095890411,Zone B (Novel),435.42500000000007,81.11
COc1ccc(N2C[C@H]3C(=O)N(C)C(=N)N[C@@]3(c3cc(-c4ccc(F)cc4)cs3)C2)nc1,7.653079,0.6266666666666667,Zone B (Novel),451.52700000000016,81.55
[C]1(F)C[C@@](F)[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.6528873,0.609375,Zone B (Novel),378.32900000000006,80.37
CN1C(=O)C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C=N1,7.6500597,0.5797101449275363,Zone B (Novel),371.34700000000004,87.02
FC(F)[C@H]1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1Cc1ccccc1,7.649847,0.5844155844155844,Zone B (Novel),485.4850000000001,81.11
CN1C(=N)N[C@@]2(c3cc(Oc4cncc(F)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.648222,0.8235294117647058,Zone A (Safe),428.43900000000025,87.54000000000002
CSCN1C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6481295,0.6571428571428571,Zone B (Novel),420.4890000000001,84.35000000000001
CSCN1C[C@@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6481295,0.6571428571428571,Zone B (Novel),420.4890000000001,84.35000000000001
CSCC1N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)C1(C)C,7.647487,0.5555555555555556,Zone B (Novel),433.52800000000013,89.9
COC[C@H]1C[C@H]2C(=O)N(C)C(=N)N[C@]2(c2cc(Oc3cc(F)ccc3F)cc(F)c2F)CO1,7.647238,0.7164179104477612,Zone A (Safe),467.41900000000015,83.88000000000001
CN1C(=N)N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)C[C@@H]1F,7.6453166,0.696969696969697,Zone A (Safe),377.37000000000006,81.11
C1(F)C[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC(=N)N1C,7.6453166,0.696969696969697,Zone A (Safe),377.37,81.11
CN1c2ccc(F)cc2/C(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)CS1(=O)=O,7.6447134,0.5352112676056338,Zone B (Novel),447.43800000000016,79.37
CSc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3cc(F)ccc3F)C2)nc(C)c1F,7.6410346,0.7647058823529411,Zone A (Safe),436.46300000000014,87.71000000000001
O=C(Nc1ccc(F)c([C@]2(C)CS(=O)(=O)N(C)c3ccc(F)cc32)c1)c1ccc(Cl)cn1,7.640949,0.6376811594202898,Zone B (Novel),477.92000000000013,79.37
CN1c2ccc(F)cc2[C@](C)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)CS1(=O)=O,7.640949,0.6376811594202898,Zone B (Novel),477.92000000000013,79.37
COC1(F)C=C/C(F)(F)C/[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)N=C1N,7.640936,0.6086956521739131,Zone B (Novel),454.3990000000001,89.6
FC(F)[C@]1C[C@@H](F)[C@](C)(c2cc(NC(=O)c3ncc(F)cc3F)ccc2F)N=C1N,7.6406355,0.5342465753424658,Zone B (Novel),429.3440000000001,80.37
C#CCN1C[C@]2(CCC2)[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC1=O,7.636073,0.5316455696202531,Zone B (Novel),424.4510000000001,74.33000000000001
Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)c(F)c3)C2)nc(Cl)c1F,7.6354675,0.7049180327868853,Zone A (Safe),424.8140000000001,87.71000000000001
Cc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@]3(c3ccc(F)cc3F)C2)nc(C)c1F,7.634044,0.7868852459016393,Zone A (Safe),404.39600000000013,87.71000000000001
CN1C(=N)N[C@@]2(c3cc(Oc4cc(F)c(F)cc4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.6327224,0.84375,Zone A (Safe),445.44100000000026,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4ccc(F)c(F)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.6327224,0.84375,Zone A (Safe),445.44100000000026,74.65
CN1[C@](C)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC1=O,7.631204,0.5652173913043478,Zone B (Novel),373.36300000000006,86.69
CN1C(C)=N[C@](C)(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)NC1=O,7.631204,0.5652173913043478,Zone B (Novel),373.36300000000006,86.69
CN1C(=N)N[C@](C)(c[c@]1)c1cc(NC(=O)c2ccc(F)cn2)cc(F)c1F,7.631088,0.5882352941176471,Zone B (Novel),374.34600000000006,81.11
C[C@H]1C[C@H]2C(=O)N(C)C(=N)NC[C@]2(c2cc(Oc3ncccc3F)ccc2F)CO1,7.6306705,0.7605633802816901,Zone A (Safe),416.4280000000001,87.54
CN1C(=N)N[C@@]2(c3cc(Oc4cccc(F)c4)ccc3F)CO[C@@H](C3CC3)C[C@H]2C1=O,7.63061,0.8142857142857143,Zone A (Safe),427.45100000000025,74.65
CN1C(=N)N[C@@]2(c3cc(Oc4cccc(F)c4)ccc3F)CO[C@H](C3CC3)C[C@H]2C1=O,7.63061,0.8142857142857143,Zone A (Safe),427.45100000000025,74.65
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@]3(c3ccc(F)cc3)C2)nc(F)c1F,7.6284766,0.8064516129032258,Zone A (Safe),404.3960000000001,87.71000000000001
CCc1nc(N2C[C@H]3C(=O)N(C)C(N)=N[C@@]3(c3ccc(F)cc3)C2)nc(F)c1F,7.6284766,0.8064516129032258,Zone A (Safe),404.3960000000001,87.71000000000001
